t,target_deg,present_deg
7.152557373046875e-07,0.0,0.13186813186813187
0.02086043357849121,0.0,0.13186813186813187
0.041727542877197266,0.0,0.13186813186813187
0.06252145767211914,0.0,0.13186813186813187
0.0834507942199707,0.0,0.13186813186813187
0.10427713394165039,0.0,0.13186813186813187
0.12536144256591797,0.0,0.13186813186813187
0.14626240730285645,0.0,0.13186813186813187
0.16712164878845215,0.0,0.13186813186813187
0.18801188468933105,0.0,0.13186813186813187
0.20881414413452148,0.0,0.13186813186813187
0.22966408729553223,0.0,0.13186813186813187
0.25063514709472656,0.0,0.13186813186813187
0.2714505195617676,0.0,0.13186813186813187
0.29233574867248535,0.0,0.13186813186813187
0.31327223777770996,0.0,0.13186813186813187
0.3341634273529053,0.0,0.13186813186813187
0.3550596237182617,0.0,0.13186813186813187
0.3760192394256592,0.0,0.13186813186813187
0.3969242572784424,0.0,0.13186813186813187
0.41779422760009766,0.0,0.13186813186813187
0.43866419792175293,0.0,0.13186813186813187
0.45950889587402344,0.0,0.13186813186813187
0.4803884029388428,0.0,0.13186813186813187
0.5011653900146484,0.0,0.13186813186813187
0.5222899913787842,0.0,0.13186813186813187
0.5431747436523438,0.0,0.13186813186813187
0.5640311241149902,0.0,0.13186813186813187
0.5848407745361328,0.0,0.13186813186813187
0.605705738067627,0.0,0.13186813186813187
0.6265838146209717,0.0,0.13186813186813187
0.647698163986206,0.0,0.13186813186813187
0.6685919761657715,0.0,0.13186813186813187
0.6895277500152588,0.0,0.13186813186813187
0.7103700637817383,0.0,0.13186813186813187
0.7312195301055908,0.0,0.13186813186813187
0.752091646194458,0.0,0.13186813186813187
0.772982120513916,0.0,0.13186813186813187
0.7938392162322998,0.0,0.13186813186813187
0.8147060871124268,0.0,0.13186813186813187
0.8354597091674805,0.0,0.13186813186813187
0.8563024997711182,0.0,0.13186813186813187
0.87715744972229,0.0,0.13186813186813187
0.8979933261871338,0.0,0.13186813186813187
0.9187905788421631,0.0,0.13186813186813187
0.9396424293518066,0.0,0.13186813186813187
