t,shoulder_lift_target,shoulder_lift_pos,elbow_flex_target,elbow_flex_pos,wrist_flex_target,wrist_flex_pos
7.152557373046875e-07,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.021916627883911133,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.04365658760070801,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.06550359725952148,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.08744287490844727,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.10931992530822754,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.13135218620300293,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.1532149314880371,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.17518901824951172,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.19704484939575195,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.21897244453430176,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.24093985557556152,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.26285862922668457,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.2848703861236572,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.3067820072174072,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.32865333557128906,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.3506765365600586,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.37274789810180664,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.39444470405578613,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.41650819778442383,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.43836355209350586,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.4599616527557373,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.48184776306152344,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.5034263134002686,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.5254852771759033,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.5473284721374512,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.56931471824646,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.5911386013031006,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.6129419803619385,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.6349294185638428,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.6569373607635498,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.6786956787109375,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.7002487182617188,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.7222330570220947,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.7440838813781738,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.7658753395080566,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.7875165939331055,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.8093550205230713,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.8312678337097168,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.8530688285827637,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.8749065399169922,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.8963680267333984,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.9182572364807129,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.940028190612793,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.9617938995361328,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
0.9833390712738037,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.0049543380737305,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.0264427661895752,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.0479681491851807,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.0696971416473389,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.091303825378418,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.1130702495574951,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.13498854637146,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.1569020748138428,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.1786222457885742,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.2004761695861816,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.2223551273345947,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.244096040725708,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.2660489082336426,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.2875869274139404,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.3093464374542236,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.3312115669250488,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.3529901504516602,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.3748524188995361,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.3965544700622559,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.418123483657837,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.4397752285003662,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.461402177810669,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.4837651252746582,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.5054881572723389,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.5272984504699707,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.549224853515625,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.5712521076202393,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.5930824279785156,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.6150875091552734,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.6371214389801025,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.6589007377624512,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.6806640625,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.7024900913238525,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.7244088649749756,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.7461791038513184,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.7679157257080078,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.7897796630859375,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.8116166591644287,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.8335316181182861,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.8555357456207275,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.877183437347412,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.8987574577331543,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.920382022857666,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.9418909549713135,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.9632949829101562,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
1.9847300052642822,0.0,0.43956043956043955,0.0,3.076923076923077,0.0,1.098901098901099
2.006194591522217,-15.0,0.43956043956043955,-15.0,3.076923076923077,-15.0,1.098901098901099
2.0276541709899902,-15.0,0.43956043956043955,-15.0,3.076923076923077,-15.0,1.098901098901099
2.049184799194336,-15.0,0.43956043956043955,-15.0,2.989010989010989,-15.0,0.9230769230769231
2.0706098079681396,-15.0,0.43956043956043955,-15.0,2.4615384615384617,-15.0,0.21978021978021978
2.0922112464904785,-15.0,0.08791208791208792,-15.0,1.3186813186813187,-15.0,-1.010989010989011
